,rpm,cm,V,mA,,,,,,,,,,,,,
time,rpm,waveheight,voltage,current,power,,,,,,,,,,,,
2026-08-14T19:16:14+05:30,0,88.55,1.227,8.03,0.00985281,,,,,,,,,,,,
2026-08-14T19:16:15+05:30,0.9,85.31,1.185,7.76,0.0091956,,,,,,,,,,,,
2026-08-14T19:16:16+05:30,0.9,82.14,2.082,13.63,0.02837766,,,,,,,,,,,,
2026-08-14T19:16:17+05:30,2.3,98.72,0.936,6.13,0.00573768,,,,,,,,,,,,
2026-08-14T19:16:18+05:30,1.3,105.85,1.178,7.71,0.00908238,,,,,,,,,,,,
2026-08-14T19:16:19+05:30,6.2,90.01,2.864,18.75,0.0537,,,,,,,,,,,,
2026-08-14T19:16:20+05:30,0,67.81,4.376,28.64,0.12532864,,,,,,,,,,,,
2026-08-14T19:16:21+05:30,2.1,80.51,4.208,27.55,0.1159304,,,,,,,,,,,,
2026-08-14T19:16:22+05:30,0.2,98.81,5.015,32.83,0.16464245,,,,,,,,,,,,
2026-08-14T19:16:23+05:30,1,91.86,5.116,33.49,0.17133484,,,,,,,,,,,,
2026-08-14T19:16:24+05:30,2.9,74.38,9.425,61.70,0.5815225,,,,,,,,,,,,
2026-08-14T19:16:25+05:30,6.1,82.48,7.792,51.01,0.39746992,,,,,,,,,,,,
2026-08-14T19:16:26+05:30,0,92.44,3.416,22.36,0.07638176,,,,,,,,,,,,
2026-08-14T19:16:27+05:30,0,104.71,1.022,6.69,0.00683718,,,,,,,,,,,,
2026-08-14T19:16:28+05:30,6.2,100.47,1.673,10.95,0.01831935,,,,,,,,,,,,
2026-08-14T19:16:29+05:30,2.1,75.77,2.338,15.30,0.0357714,,,,,,,,,,,,
2026-08-14T19:16:30+05:30,0,79.95,2.688,17.60,0.0473088,,,,,,,,,,,,
2026-08-14T19:16:31+05:30,0,90.60,2.659,17.41,0.04629319,,,,,,,,,,,,
2026-08-14T19:16:32+05:30,0,86.21,4.443,29.08,0.12920244,,,,,,,,,,,,
2026-08-14T19:16:33+05:30,0,88.11,5.672,37.13,0.21060136,,,,,,,,,,,,
2026-08-14T19:16:34+05:30,0,82.37,5.907,38.67,0.22842369,,,,,,,,,,,,
2026-08-14T19:16:35+05:30,0,86.76,4.813,31.51,0.15165763,,,,,,,,,,,,
2026-08-14T19:16:36+05:30,3,92.86,4.325,28.31,0.12244075,,,,,,,,,,,,
2026-08-14T19:16:37+05:30,1.8,100.33,2.812,18.41,0.05176892,,,,,,,,,,,,
2026-08-14T19:16:38+05:30,0,86.97,2.609,17.08,0.04456172,,,,,,,,,,,,
2026-08-14T19:16:39+05:30,0,88.68,4.123,26.99,0.11127977,,,,,,,,,,,,
2026-08-14T19:16:40+05:30,0,92.11,2.230,14.60,0.032558,,,,,,,,,,,,
2026-08-14T19:16:41+05:30,0,90.22,3.820,25.01,0.0955382,,,,,,,,,,,,
2026-08-14T19:16:42+05:30,0,83.16,1.925,12.60,0.024255,,,,,,,,,,,,
2026-08-14T19:16:43+05:30,0,86.48,1.355,8.87,0.01201885,,,,,,,,,,,,
2026-08-14T19:16:44+05:30,1.5,81.90,1.287,8.42,0.01083654,,,,,,,,,,,,
2026-08-14T19:16:45+05:30,0,84.17,4.325,28.31,0.12244075,,,,,,,,,,,,
2026-08-14T19:16:46+05:30,0,96.49,3.085,20.19,0.06228615,,,,,,,,,,,,
2026-08-14T19:16:47+05:30,4.3,83.22,3.400,22.26,0.075684,,,,,,,,,,,,
2026-08-14T19:16:48+05:30,0,71.56,4.208,27.55,0.1159304,,,,,,,,,,,,
2026-08-14T19:16:49+05:30,3.7,77.47,2.681,17.55,0.04705155,,,,,,,,,,,,
2026-08-14T19:16:50+05:30,6.5,107.45,2.881,18.86,0.05433566,,,,,,,,,,,,
2026-08-14T19:16:51+05:30,4.3,108.12,1.272,8.33,0.01059576,,,,,,,,,,,,
2026-08-14T19:16:52+05:30,0,92.03,2.193,14.36,0.03149148,,,,,,,,,,,,
2026-08-14T19:16:53+05:30,0,97.09,0.937,6.13,0.00574381,,,,,,,,,,,,
2026-08-14T19:16:54+05:30,0,92.33,2.930,19.18,0.0561974,,,,,,,,,,,,
2026-08-14T19:16:55+05:30,0,83.42,1.562,10.22,0.01596364,,,,,,,,,,,,
2026-08-14T19:16:56+05:30,2.6,73.27,1.409,9.22,0.01299098,,,,,,,,,,,,
2026-08-14T19:16:57+05:30,0,68.18,2.688,17.60,0.0473088,,,,,,,,,,,,
2026-08-14T19:16:58+05:30,0,77.46,4.208,27.55,0.1159304,,,,,,,,,,,,
2026-08-14T19:16:59+05:30,0,87.36,2.886,18.89,0.05451654,,,,,,,,,,,,
2026-08-14T19:17:00+05:30,0,98.23,3.989,26.11,0.10415279,,,,,,,,,,,,
2026-08-14T19:17:01+05:30,1.1,96.00,4.292,28.09,0.12056228,,,,,,,,,,,,
2026-08-14T19:17:02+05:30,0,91.13,4.611,30.18,0.13915998,,,,,,,,,,,,
2026-08-14T19:17:03+05:30,0,94.16,3.820,25.01,0.0955382,,,,,,,,,,,,
2026-08-14T19:17:04+05:30,0,100.66,2.386,15.62,0.03726932,,,,,,,,,,,,
2026-08-14T19:17:05+05:30,0,91.03,1.134,7.42,0.00841428,,,,,,,,,,,,
2026-08-14T19:17:06+05:30,0,84.49,0.875,5.73,0.00501375,,,,,,,,,,,,
2026-08-14T19:17:07+05:30,0,88.61,0.000,0.00,0,,,,,,,,,,,,
2026-08-14T19:17:08+05:30,3.2,74.38,0.000,0.00,0,,,,,,,,,,,,
2026-08-14T19:17:09+05:30,0.6,78.02,0.838,5.49,0.00460062,,,,,,,,,,,,
2026-08-14T19:17:10+05:30,0,82.15,3.085,20.19,0.06228615,,,,,,,,,,,,
2026-08-14T19:17:11+05:30,4,89.03,0.725,4.75,0.00344375,,,,,,,,,,,,
2026-08-14T19:17:12+05:30,0,98.60,0.737,4.82,0.00355234,,,,,,,,,,,,
2026-08-14T19:17:13+05:30,0,99.45,3.787,24.79,0.09387973,,,,,,,,,,,,
2026-08-14T19:17:14+05:30,0.3,91.97,1.286,8.42,0.01082812,,,,,,,,,,,,
2026-08-14T19:17:15+05:30,0,83.06,0.936,6.13,0.00573768,,,,,,,,,,,,
2026-08-14T19:17:16+05:30,0,80.72,1.244,8.14,0.01012616,,,,,,,,,,,,
2026-08-14T19:17:17+05:30,0,77.63,0.734,4.80,0.0035232,,,,,,,,,,,,
2026-08-14T19:17:18+05:30,0.8,94.94,0.737,4.82,0.00355234,,,,,,,,,,,,
2026-08-14T19:17:19+05:30,0,104.47,1.111,7.27,0.00807697,,,,,,,,,,,,
2026-08-14T19:17:20+05:30,0.5,93.98,1.845,12.08,0.0222876,,,,,,,,,,,,
2026-08-14T19:17:21+05:30,0,87.21,1.370,8.97,0.0122889,,,,,,,,,,,,
2026-08-14T19:17:22+05:30,0,93.97,0.725,4.75,0.00344375,,,,,,,,,,,,
2026-08-14T19:17:23+05:30,2.4,88.48,0.964,6.31,0.00608284,,,,,,,,,,,,
2026-08-14T19:17:24+05:30,0,73.84,1.185,7.76,0.0091956,,,,,,,,,,,,
2026-08-14T19:17:25+05:30,0,73.61,3.635,23.79,0.08647665,,,,,,,,,,,,
2026-08-14T19:17:26+05:30,0,81.68,2.338,15.30,0.0357714,,,,,,,,,,,,
2026-08-14T19:17:27+05:30,0,96.03,3.400,22.26,0.075684,,,,,,,,,,,,
2026-08-14T19:17:28+05:30,0,92.90,1.222,8.00,0.009776,,,,,,,,,,,,
2026-08-14T19:17:29+05:30,0,99.27,0.752,4.92,0.00369984,,,,,,,,,,,,
2026-08-14T19:17:30+05:30,0,99.50,0.000,0.00,0,,,,,,,,,,,,
2026-08-14T19:17:31+05:30,0,83.91,0.890,5.83,0.0051887,,,,,,,,,,,,
2026-08-14T19:17:32+05:30,0,77.96,0.729,4.77,0.00347733,,,,,,,,,,,,
2026-08-14T19:17:33+05:30,0,88.75,0.761,4.98,0.00378978,,,,,,,,,,,,
2026-08-14T19:17:34+05:30,0,86.09,0.976,6.39,0.00623664,,,,,,,,,,,,
2026-08-14T19:17:35+05:30,0,91.63,1.037,6.79,0.00704123,,,,,,,,,,,,
2026-08-14T19:17:36+05:30,1,92.10,1.370,8.97,0.0122889,,,,,,,,,,,,
2026-08-14T19:17:37+05:30,0,99.94,2.659,17.41,0.04629319,,,,,,,,,,,,
2026-08-14T19:17:38+05:30,0,100.07,3.719,24.34,0.09052046,,,,,,,,,,,,
2026-08-14T19:17:39+05:30,6.5,82.95,4.847,31.73,0.15379531,,,,,,,,,,,,
2026-08-14T19:17:40+05:30,0,66.36,5.503,36.02,0.19821806,,,,,,,,,,,,
2026-08-14T19:17:41+05:30,1.1,74.66,3.955,25.89,0.10239495,,,,,,,,,,,,
2026-08-14T19:17:42+05:30,4.2,88.66,2.309,15.11,0.03488899,,,,,,,,,,,,
2026-08-14T19:17:43+05:30,0,93.42,0.761,4.98,0.00378978,,,,,,,,,,,,
2026-08-14T19:17:44+05:30,0,87.38,0.000,0.00,0,,,,,,,,,,,,
2026-08-14T19:17:45+05:30,1,93.14,0.000,0.00,0,,,,,,,,,,,,
2026-08-14T19:17:46+05:30,0,95.18,0.000,0.00,0,,,,,,,,,,,,
2026-08-14T19:17:47+05:30,0,99.21,0.761,4.98,0.00378978,,,,,,,,,,,,
2026-08-14T19:17:48+05:30,0.4,87.06,0.720,4.71,0.0033912,,,,,,,,,,,,
2026-08-14T19:17:49+05:30,6.2,95.39,3.602,23.58,0.08493516,,,,,,,,,,,,
2026-08-14T19:17:50+05:30,2,100.86,3.787,24.79,0.09387973,,,,,,,,,,,,
2026-08-14T19:17:51+05:30,2.2,85.75,4.409,28.86,0.12724374,,,,,,,,,,,,
2026-08-14T19:17:52+05:30,0,76.63,3.820,25.01,0.0955382,,,,,,,,,,,,
2026-08-14T19:17:53+05:30,0,70.20,8.634,56.52,0.48799368,,,,,,,,,,,,
2026-08-14T19:17:54+05:30,2.1,80.69,4.780,31.29,0.1495662,,,,,,,,,,,,
2026-08-14T19:17:55+05:30,0,82.42,7.523,49.24,0.37043252,,,,,,,,,,,,
2026-08-14T19:17:56+05:30,0,87.09,12.000,78.55,0.9426,,,,,,,,,,,,
2026-08-14T19:17:57+05:30,0,89.61,6.278,41.10,0.2580258,,,,,,,,,,,,
2026-08-14T19:17:58+05:30,0,99.89,4.797,31.40,0.1506258,,,,,,,,,,,,
2026-08-14T19:17:59+05:30,0,93.77,5.621,36.79,0.20679659,,,,,,,,,,,,
2026-08-14T19:18:00+05:30,2.8,103.29,4.056,26.55,0.1076868,,,,,,,,,,,,
2026-08-14T19:18:01+05:30,0,113.19,2.082,13.63,0.02837766,,,,,,,,,,,,
2026-08-14T19:18:02+05:30,5.1,94.33,3.905,25.56,0.0998118,,,,,,,,,,,,
2026-08-14T19:18:03+05:30,2.5,69.13,1.382,9.05,0.0125071,,,,,,,,,,,,
2026-08-14T19:18:04+05:30,2.9,62.74,0.729,4.77,0.00347733,,,,,,,,,,,,
2026-08-14T19:18:05+05:30,4.4,90.19,1.446,9.47,0.01369362,,,,,,,,,,,,
2026-08-14T19:18:06+05:30,6.6,78.02,0.789,5.16,0.00407124,,,,,,,,,,,,
2026-08-14T19:18:07+05:30,1.9,73.22,3.753,24.57,0.09221121,,,,,,,,,,,,
2026-08-14T19:18:08+05:30,1.4,86.81,5.705,37.34,0.2130247,,,,,,,,,,,,
2026-08-14T19:18:09+05:30,2.2,105.39,5.083,33.27,0.16911141,,,,,,,,,,,,
2026-08-14T19:18:10+05:30,3.6,101.33,3.753,24.57,0.09221121,,,,,,,,,,,,
2026-08-14T19:18:11+05:30,0,96.92,3.804,24.90,0.0947196,,,,,,,,,,,,
2026-08-14T19:18:12+05:30,2.3,89.34,3.316,21.71,0.07199036,,,,,,,,,,,,
2026-08-14T19:18:13+05:30,1.2,95.14,1.239,8.11,0.01004829,,,,,,,,,,,,
2026-08-14T19:18:14+05:30,3.7,93.95,2.179,14.26,0.03107254,,,,,,,,,,,,
2026-08-14T19:18:15+05:30,0,77.57,1.264,8.27,0.01045328,,,,,,,,,,,,
2026-08-14T19:18:16+05:30,0,62.62,4.123,26.99,0.11127977,,,,,,,,,,,,
2026-08-14T19:18:17+05:30,7.6,92.23,2.439,15.97,0.03895083,,,,,,,,,,,,
2026-08-14T19:18:18+05:30,0,104.17,0.741,4.85,0.00359385,,,,,,,,,,,,
2026-08-14T19:18:19+05:30,1.9,92.72,3.618,23.68,0.08567424,,,,,,,,,,,,
2026-08-14T19:18:20+05:30,0,77.51,7.035,46.05,0.32396175,,,,,,,,,,,,
2026-08-14T19:18:21+05:30,0,81.32,4.208,27.55,0.1159304,,,,,,,,,,,,
2026-08-14T19:18:22+05:30,0,101.44,8.264,54.10,0.4470824,,,,,,,,,,,,
2026-08-14T19:18:23+05:30,0,88.39,4.409,28.86,0.12724374,,,,,,,,,,,,
2026-08-14T19:18:24+05:30,0,87.37,3.921,25.67,0.10065207,,,,,,,,,,,,
2026-08-14T19:18:25+05:30,0,81.26,5.705,37.34,0.2130247,,,,,,,,,,,,
2026-08-14T19:18:26+05:30,4.6,91.13,4.039,26.44,0.10679116,,,,,,,,,,,,
2026-08-14T19:18:27+05:30,1.6,93.74,7.893,51.67,0.40783131,,,,,,,,,,,,
2026-08-14T19:18:28+05:30,0,83.49,10.148,66.43,0.67413164,,,,,,,,,,,,
2026-08-14T19:18:29+05:30,0,96.95,4.578,29.97,0.13720266,,,,,,,,,,,,
2026-08-14T19:18:30+05:30,0,94.34,4.679,30.63,0.14331777,,,,,,,,,,,,
2026-08-14T19:18:31+05:30,1.5,92.74,2.558,16.74,0.04282092,,,,,,,,,,,,
2026-08-14T19:18:32+05:30,0,84.95,2.663,17.43,0.04641609,,,,,,,,,,,,
2026-08-14T19:18:33+05:30,0,85.97,3.753,24.57,0.09221121,,,,,,,,,,,,
2026-08-14T19:18:34+05:30,0,83.31,3.316,21.71,0.07199036,,,,,,,,,,,,
2026-08-14T19:18:35+05:30,1.4,82.01,2.551,16.70,0.0426017,,,,,,,,,,,,
2026-08-14T19:18:36+05:30,0,78.17,1.515,9.92,0.0150288,,,,,,,,,,,,
2026-08-14T19:18:37+05:30,0,85.57,5.251,34.37,0.18047687,,,,,,,,,,,,
2026-08-14T19:18:38+05:30,0,92.86,5.739,37.57,0.21561423,,,,,,,,,,,,
2026-08-14T19:18:39+05:30,0,89.54,5.015,32.83,0.16464245,,,,,,,,,,,,
2026-08-14T19:18:40+05:30,1,99.51,4.780,31.29,0.1495662,,,,,,,,,,,,
2026-08-14T19:18:41+05:30,0,103.88,7.052,46.16,0.32552032,,,,,,,,,,,,
2026-08-14T19:18:42+05:30,0,86.23,11.192,73.26,0.81992592,,,,,,,,,,,,
2026-08-14T19:18:43+05:30,2.4,92.80,7.860,51.45,0.404397,,,,,,,,,,,,
2026-08-14T19:18:44+05:30,0,79.95,8.583,56.18,0.48219294,,,,,,,,,,,,
2026-08-14T19:18:45+05:30,2.2,81.53,4.107,26.88,0.11039616,,,,,,,,,,,,
2026-08-14T19:18:46+05:30,0,92.76,3.820,25.01,0.0955382,,,,,,,,,,,,
2026-08-14T19:18:47+05:30,0,91.10,8.078,52.88,0.42716464,,,,,,,,,,,,
2026-08-14T19:18:48+05:30,0,80.13,5.386,35.26,0.18991036,,,,,,,,,,,,
2026-08-14T19:18:49+05:30,3.6,88.74,6.109,39.99,0.24429891,,,,,,,,,,,,
2026-08-14T19:18:50+05:30,0,91.55,9.509,62.24,0.59184016,,,,,,,,,,,,
2026-08-14T19:18:51+05:30,0.2,91.29,6.379,41.76,0.26638704,,,,,,,,,,,,
2026-08-14T19:18:52+05:30,1.8,89.10,6.614,43.29,0.28632006,,,,,,,,,,,,
2026-08-14T19:18:53+05:30,0,79.25,13.464,88.13,1.18658232,,,,,,,,,,,,
2026-08-14T19:18:54+05:30,0,80.32,3.888,25.45,0.0989496,,,,,,,,,,,,
2026-08-14T19:18:55+05:30,1.3,89.40,2.348,15.37,0.03608876,,,,,,,,,,,,
2026-08-14T19:18:56+05:30,0,100.20,6.463,42.31,0.27344953,,,,,,,,,,,,
2026-08-14T19:18:57+05:30,0,91.86,3.719,24.34,0.09052046,,,,,,,,,,,,
2026-08-14T19:18:58+05:30,0,94.78,2.137,13.99,0.02989663,,,,,,,,,,,,
2026-08-14T19:18:59+05:30,0.8,98.72,1.356,8.88,0.01204128,,,,,,,,,,,,
2026-08-14T19:19:00+05:30,2.1,100.70,2.957,19.36,0.05724752,,,,,,,,,,,,
2026-08-14T19:19:01+05:30,4.6,83.25,4.561,29.86,0.13619146,,,,,,,,,,,,
2026-08-14T19:19:02+05:30,0,64.65,2.644,17.31,0.04576764,,,,,,,,,,,,
2026-08-14T19:19:03+05:30,0,64.14,3.450,22.58,0.077901,,,,,,,,,,,,
2026-08-14T19:19:04+05:30,4.8,80.40,5.402,35.36,0.19101472,,,,,,,,,,,,
2026-08-14T19:19:05+05:30,0,102.72,4.965,32.50,0.1613625,,,,,,,,,,,,
2026-08-14T19:19:06+05:30,0.2,94.62,3.046,19.94,0.06073724,,,,,,,,,,,,
2026-08-14T19:19:07+05:30,0.6,92.27,2.551,16.70,0.0426017,,,,,,,,,,,,
2026-08-14T19:19:08+05:30,0,104.46,1.303,8.53,0.01111459,,,,,,,,,,,,
2026-08-14T19:19:09+05:30,0,103.43,3.837,25.12,0.09638544,,,,,,,,,,,,
2026-08-14T19:19:10+05:30,0,100.46,3.484,22.81,0.07947004,,,,,,,,,,,,
2026-08-14T19:19:11+05:30,8.1,77.18,9.930,65.00,0.64545,,,,,,,,,,,,
2026-08-14T19:19:12+05:30,4.5,65.69,9.256,60.59,0.56082104,,,,,,,,,,,,
2026-08-14T19:19:13+05:30,1,81.10,2.188,14.32,0.03133216,,,,,,,,,,,,
2026-08-14T19:19:14+05:30,0,91.49,1.082,7.08,0.00766056,,,,,,,,,,,,
2026-08-14T19:19:15+05:30,0.6,81.76,0.813,5.32,0.00432516,,,,,,,,,,,,
2026-08-14T19:19:16+05:30,1.2,83.00,4.527,29.63,0.13413501,,,,,,,,,,,,
2026-08-14T19:19:17+05:30,0,91.95,9.425,61.70,0.5815225,,,,,,,,,,,,
2026-08-14T19:19:18+05:30,0,99.07,5.066,33.16,0.16798856,,,,,,,,,,,,
2026-08-14T19:19:19+05:30,4.3,98.25,2.179,14.26,0.03107254,,,,,,,,,,,,
2026-08-14T19:19:20+05:30,0,90.45,3.366,22.03,0.07415298,,,,,,,,,,,,
2026-08-14T19:19:21+05:30,0,92.14,4.847,31.73,0.15379531,,,,,,,,,,,,
2026-08-14T19:19:22+05:30,0.9,92.95,3.686,24.13,0.08894318,,,,,,,,,,,,
2026-08-14T19:19:23+05:30,0.7,85.06,6.379,41.76,0.26638704,,,,,,,,,,,,
2026-08-14T19:19:24+05:30,0,78.02,5.167,33.82,0.17474794,,,,,,,,,,,,
2026-08-14T19:19:25+05:30,4.2,82.30,2.614,17.11,0.04472554,,,,,,,,,,,,
2026-08-14T19:19:26+05:30,0,97.50,1.902,12.45,0.0236799,,,,,,,,,,,,
2026-08-14T19:19:27+05:30,3.8,90.93,0.998,6.53,0.00651694,,,,,,,,,,,,
2026-08-14T19:19:28+05:30,0,76.30,0.937,6.13,0.00574381,,,,,,,,,,,,
2026-08-14T19:19:29+05:30,1.5,83.54,1.750,11.46,0.020055,,,,,,,,,,,,
2026-08-14T19:19:30+05:30,0,92.52,3.517,23.02,0.08096134,,,,,,,,,,,,
2026-08-14T19:19:31+05:30,0.1,103.46,1.947,12.74,0.02480478,,,,,,,,,,,,
2026-08-14T19:19:32+05:30,3.1,103.10,0.761,4.98,0.00378978,,,,,,,,,,,,
2026-08-14T19:19:33+05:30,4.1,87.52,1.367,8.95,0.01223465,,,,,,,,,,,,
2026-08-14T19:19:34+05:30,0,76.83,0.783,5.13,0.00401679,,,,,,,,,,,,
2026-08-14T19:19:35+05:30,0,83.58,1.367,8.95,0.01223465,,,,,,,,,,,,
2026-08-14T19:19:36+05:30,0.4,84.39,3.332,21.81,0.07267092,,,,,,,,,,,,
2026-08-14T19:19:37+05:30,0,87.54,3.332,21.81,0.07267092,,,,,,,,,,,,
2026-08-14T19:19:38+05:30,0,88.29,4.443,29.08,0.12920244,,,,,,,,,,,,
2026-08-14T19:19:39+05:30,1.2,86.20,3.703,24.24,0.08976072,,,,,,,,,,,,
2026-08-14T19:19:40+05:30,4.2,107.19,3.316,21.71,0.07199036,,,,,,,,,,,,
2026-08-14T19:19:41+05:30,0.6,108.28,3.989,26.11,0.10415279,,,,,,,,,,,,
2026-08-14T19:19:42+05:30,5.3,89.84,2.824,18.49,0.05221576,,,,,,,,,,,,
2026-08-14T19:19:43+05:30,0,79.98,3.618,23.68,0.08567424,,,,,,,,,,,,
2026-08-14T19:19:44+05:30,0,72.21,1.996,13.07,0.02608772,,,,,,,,,,,,
2026-08-14T19:19:45+05:30,0,82.90,3.972,26.00,0.103272,,,,,,,,,,,,
2026-08-14T19:19:46+05:30,0,79.35,5.116,33.49,0.17133484,,,,,,,,,,,,
2026-08-14T19:19:47+05:30,0.4,80.59,5.066,33.16,0.16798856,,,,,,,,,,,,
2026-08-14T19:19:48+05:30,0,91.33,5.907,38.67,0.22842369,,,,,,,,,,,,
2026-08-14T19:19:49+05:30,0,96.57,5.655,37.02,0.2093481,,,,,,,,,,,,
2026-08-14T19:19:50+05:30,2.9,107.00,2.757,18.05,0.04976385,,,,,,,,,,,,
2026-08-14T19:19:51+05:30,0,114.17,3.820,25.01,0.0955382,,,,,,,,,,,,
2026-08-14T19:19:52+05:30,7.5,90.05,4.325,28.31,0.12244075,,,,,,,,,,,,
2026-08-14T19:19:53+05:30,0,74.94,3.450,22.58,0.077901,,,,,,,,,,,,
2026-08-14T19:19:54+05:30,0,87.56,2.245,14.70,0.0330015,,,,,,,,,,,,
2026-08-14T19:19:55+05:30,0,84.84,2.309,15.11,0.03488899,,,,,,,,,,,,
2026-08-14T19:19:56+05:30,1.9,77.61,1.917,12.55,0.02405835,,,,,,,,,,,,
2026-08-14T19:19:57+05:30,0,67.65,2.010,13.16,0.0264516,,,,,,,,,,,,
2026-08-14T19:19:58+05:30,2.8,78.20,0.720,4.71,0.0033912,,,,,,,,,,,,
2026-08-14T19:19:59+05:30,2.8,103.03,1.333,8.73,0.01163709,,,,,,,,,,,,
2026-08-14T19:20:00+05:30,0,106.26,2.137,13.99,0.02989663,,,,,,,,,,,,
2026-08-14T19:20:01+05:30,0,101.16,3.686,24.13,0.08894318,,,,,,,,,,,,
2026-08-14T19:20:02+05:30,0.1,92.50,3.366,22.03,0.07415298,,,,,,,,,,,,
2026-08-14T19:20:03+05:30,0,90.24,7.085,46.38,0.3286023,,,,,,,,,,,,
2026-08-14T19:20:04+05:30,0,88.07,5.672,37.13,0.21060136,,,,,,,,,,,,
2026-08-14T19:20:05+05:30,0.9,79.52,6.025,39.44,0.237626,,,,,,,,,,,,
2026-08-14T19:20:06+05:30,2.4,82.68,5.487,35.92,0.19709304,,,,,,,,,,,,
2026-08-14T19:20:07+05:30,0,94.71,9.576,62.68,0.60022368,,,,,,,,,,,,
2026-08-14T19:20:08+05:30,0,94.71,10.334,67.65,0.6990951,,,,,,,,,,,,
2026-08-14T19:20:09+05:30,1.8,83.85,9.677,63.34,0.61294118,,,,,,,,,,,,
2026-08-14T19:20:10+05:30,0,78.57,13.212,86.48,1.14257376,,,,,,,,,,,,
2026-08-14T19:20:11+05:30,0,83.65,5.285,34.60,0.182861,,,,,,,,,,,,
2026-08-14T19:20:12+05:30,0.5,90.48,4.073,26.66,0.10858618,,,,,,,,,,,,
2026-08-14T19:20:13+05:30,0.2,87.32,4.662,30.52,0.14228424,,,,,,,,,,,,
2026-08-14T19:20:14+05:30,2.9,86.57,2.179,14.26,0.03107254,,,,,,,,,,,,
2026-08-14T19:20:15+05:30,2.6,110.87,4.510,29.52,0.1331352,,,,,,,,,,,,
2026-08-14T19:20:16+05:30,7.4,100.17,3.955,25.89,0.10239495,,,,,,,,,,,,
2026-08-14T19:20:17+05:30,0,90.40,4.376,28.64,0.12532864,,,,,,,,,,,,
2026-08-14T19:20:18+05:30,0,88.67,4.611,30.18,0.13915998,,,,,,,,,,,,
2026-08-14T19:20:19+05:30,1.9,78.93,5.470,35.81,0.1958807,,,,,,,,,,,,
2026-08-14T19:20:20+05:30,3.7,76.30,16.662,109.07,1.81732434,,,,,,,,,,,,
2026-08-14T19:20:21+05:30,0,88.98,15.349,100.47,1.54211403,,,,,,,,,,,,
2026-08-14T19:20:22+05:30,0,92.21,12.202,79.87,0.97457374,,,,,,,,,,,,
2026-08-14T19:20:23+05:30,0,88.37,9.980,65.33,0.6519934,,,,,,,,,,,,
2026-08-14T19:20:24+05:30,0,91.20,13.212,86.48,1.14257376,,,,,,,,,,,,
2026-08-14T19:20:25+05:30,1.4,93.12,15.097,98.82,1.49188554,,,,,,,,,,,,
2026-08-14T19:20:26+05:30,0,95.60,15.702,102.78,1.61385156,,,,,,,,,,,,
2026-08-14T19:20:27+05:30,0,87.93,16.376,107.20,1.7555072,,,,,,,,,,,,
2026-08-14T19:20:28+05:30,0,88.75,12.622,82.62,1.04282964,,,,,,,,,,,,
2026-08-14T19:20:29+05:30,0,82.15,5.116,33.49,0.17133484,,,,,,,,,,,,
2026-08-14T19:20:30+05:30,0,80.90,4.325,28.31,0.12244075,,,,,,,,,,,,
2026-08-14T19:20:31+05:30,0,86.27,4.460,29.19,0.1301874,,,,,,,,,,,,
2026-08-14T19:20:32+05:30,0,95.74,3.635,23.79,0.08647665,,,,,,,,,,,,
2026-08-14T19:20:33+05:30,0,102.52,4.409,28.86,0.12724374,,,,,,,,,,,,
2026-08-14T19:20:34+05:30,0,92.00,3.585,23.47,0.08413995,,,,,,,,,,,,
2026-08-14T19:20:35+05:30,0,86.05,3.905,25.56,0.0998118,,,,,,,,,,,,
2026-08-14T19:20:36+05:30,0,89.55,6.126,40.10,0.2456526,,,,,,,,,,,,
2026-08-14T19:20:37+05:30,0,91.09,8.381,54.86,0.45978166,,,,,,,,,,,,
2026-08-14T19:20:38+05:30,0.7,86.25,5.621,36.79,0.20679659,,,,,,,,,,,,
2026-08-14T19:20:39+05:30,0,76.66,7.052,46.16,0.32552032,,,,,,,,,,,,
2026-08-14T19:20:40+05:30,2.3,82.88,5.655,37.02,0.2093481,,,,,,,,,,,,
2026-08-14T19:20:41+05:30,0,94.74,9.593,62.79,0.60234447,,,,,,,,,,,,
2026-08-14T19:20:42+05:30,0,88.11,10.536,68.97,0.72666792,,,,,,,,,,,,
2026-08-14T19:20:43+05:30,0.3,94.86,8.078,52.88,0.42716464,,,,,,,,,,,,
2026-08-14T19:20:44+05:30,1.2,98.76,4.763,31.18,0.14851034,,,,,,,,,,,,
2026-08-14T19:20:45+05:30,0,94.08,5.015,32.83,0.16464245,,,,,,,,,,,,
2026-08-14T19:20:46+05:30,0,86.20,3.534,23.13,0.08174142,,,,,,,,,,,,
2026-08-14T19:20:47+05:30,0,84.15,6.025,39.44,0.237626,,,,,,,,,,,,
2026-08-14T19:20:48+05:30,0,84.21,9.862,64.56,0.63669072,,,,,,,,,,,,
2026-08-14T19:20:49+05:30,0,77.24,13.767,90.12,1.24068204,,,,,,,,,,,,
2026-08-14T19:20:50+05:30,2,93.39,11.848,77.56,0.91893088,,,,,,,,,,,,
2026-08-14T19:20:51+05:30,0,97.12,9.559,62.57,0.59810663,,,,,,,,,,,,
2026-08-14T19:20:52+05:30,0,92.24,17.284,113.14,1.95551176,,,,,,,,,,,,
2026-08-14T19:20:53+05:30,0,88.35,9.593,62.79,0.60234447,,,,,,,,,,,,
2026-08-14T19:20:54+05:30,2.1,96.30,7.052,46.16,0.32552032,,,,,,,,,,,,
