timestamp_s,reading_value,raw_text,unit,confidence,status,interpolated_value
572.0,5.808,5.808,V,0.312,OK,4.205333333333334
573.0,1.0,1.,V,0.587,OK,2.82
574.0,2.82,2.82,V,0.346,OK,1.0
575.0,0.828,0.828,V,0.396,OK,2.82
576.0,-5.02,-5.02,V,0.318,OK,4.856000000000001
577.0,8.884,8.884,V,0.373,OK,8.884
578.0,8.888,8.888,V,0.377,OK,8.884
579.0,8.884,8.884,V,0.343,OK,8.886
580.0,8.886,8.886,V,0.3,OK,8.886
581.0,8.888,8.888,V,0.268,OK,8.886
582.0,0.89,0.89,V,0.445,OK,8.822
583.0,8.822,8.822,V,0.277,OK,6.0
584.0,6.0,6.,V,0.267,OK,6.0
585.0,6.0,6.,V,0.246,OK,6.0
586.0,6.0,6.,V,0.251,OK,6.0
587.0,8.886,8.886,V,0.324,OK,8.886
588.0,8.886,8.886,V,0.33,OK,8.886
589.0,1.61,1.61,V,0.338,OK,8.886
590.0,8.888,8.888,V,0.306,OK,8.886
591.0,8.886,8.886,V,0.328,OK,8.886
592.0,2.6,2.6,V,0.174,LOW_CONFIDENCE,5.0
593.0,5.0,5.,V,0.368,OK,2.6
594.0,2.6,2.6,V,0.171,LOW_CONFIDENCE,5.0
595.0,8.886,8.886,V,0.342,OK,2.6
596.0,1.6,1.6,V,0.418,OK,1.6
597.0,1.6,1.6,V,0.413,OK,1.6
598.0,7.6,7.6,V,0.354,OK,6.0
599.0,6.0,6.,V,0.261,OK,6.0
600.0,1.61,1.61,V,0.337,OK,5.0
601.0,5.0,5.,V,0.387,OK,5.0
602.0,5.3,5.3,V,0.121,LOW_CONFIDENCE,5.0
603.0,88.0,88,V,0.346,OK,3.8666666666666663
604.0,80.42,80.42,V,0.134,LOW_CONFIDENCE,2.433333333333333
605.0,1.0,1,V,0.36,OK,1.285
606.0,1.285,1.285,V,0.365,OK,1.285
607.0,8.5,8.5,V,0.141,LOW_CONFIDENCE,8.494
608.0,,-.,V,0.827,OK,8.494
609.0,,,V,0.0,LOW_CONFIDENCE,8.488
610.0,8.482,8.482,V,0.36,OK,8.488
611.0,777.0,777,V,0.423,OK,8.583499999999999
612.0,,,V,0.0,LOW_CONFIDENCE,8.684999999999999
613.0,-98.0,-98,V,0.447,OK,8.7865
614.0,8.888,8.888,V,0.365,OK,8.888
615.0,,,V,0.0,LOW_CONFIDENCE,8.8905
616.0,,,V,0.0,LOW_CONFIDENCE,8.893
617.0,,,V,0.0,LOW_CONFIDENCE,8.8955
618.0,8.898,8.898,V,0.391,OK,8.8955
619.0,8.289,8.289,V,0.345,OK,8.289
620.0,8.228,8.228,V,0.363,OK,8.289
621.0,,,V,0.0,LOW_CONFIDENCE,8.448
622.0,,,V,0.0,LOW_CONFIDENCE,8.668
623.0,8.888,8.888,V,0.381,OK,8.668
624.0,2.188,2.188,V,0.402,OK,2.889
625.0,2.889,2.889,V,0.355,OK,2.889
626.0,19.86,19.86,V,0.282,OK,8.888
627.0,8.888,8.888,V,0.397,OK,8.888
628.0,1.886,1.886,V,0.404,OK,6.66
629.0,6.66,6.66,V,0.219,OK,6.66
630.0,8.888,8.888,V,0.385,OK,8.491333333333333
631.0,,,V,0.0,LOW_CONFIDENCE,8.491333333333333
632.0,,,V,0.0,LOW_CONFIDENCE,8.094666666666667
633.0,7.698,7.698,V,0.297,OK,7.698
634.0,4.283,4.283,V,0.315,OK,7.384
635.0,7.384,7.384,V,0.353,OK,6.308
636.0,,,V,0.0,LOW_CONFIDENCE,6.308
637.0,,,V,0.0,LOW_CONFIDENCE,5.232
638.0,,,V,0.0,LOW_CONFIDENCE,4.156000000000001
639.0,3.08,3.08,V,0.457,OK,3.08
640.0,1.288,1.288,V,0.374,OK,1.288
641.0,,,V,0.0,LOW_CONFIDENCE,1.1840000000000002
642.0,1.08,1.08,V,0.405,OK,1.1840000000000002
643.0,,,V,0.0,LOW_CONFIDENCE,10.08
644.0,19.08,19.08,V,0.425,OK,13.016666666666666
645.0,,,V,0.0,LOW_CONFIDENCE,13.016666666666666
646.0,,,V,0.0,LOW_CONFIDENCE,6.953333333333333
647.0,0.89,00.89,V,0.252,OK,0.89
648.0,0.888,0.888,V,0.307,OK,0.89
649.0,6.6,6.6,V,0.204,OK,1.26
650.0,1.26,1.26,V,0.305,OK,1.66
651.0,1.66,1.66,V,0.268,OK,1.46
652.0,,,V,0.0,LOW_CONFIDENCE,1.46
653.0,1.26,1.26,V,0.315,OK,1.46
654.0,6.888,6.888,V,0.316,OK,6.228
655.0,,,V,0.0,LOW_CONFIDENCE,6.228
656.0,,,V,0.0,LOW_CONFIDENCE,5.568
657.0,,,V,0.0,LOW_CONFIDENCE,4.908
658.0,4.248,4.248,V,0.366,OK,4.248
659.0,0.6,0.6,V,0.138,LOW_CONFIDENCE,2.88
660.0,2.88,2.88,V,0.394,OK,1.888
661.0,1.888,1.888,V,0.387,OK,2.88
662.0,2.88,2.88,V,0.398,OK,2.88
663.0,2.88,2.88,V,0.4,OK,2.88
664.0,,,V,0.0,LOW_CONFIDENCE,2.41
665.0,,,V,0.0,LOW_CONFIDENCE,1.94
666.0,,,V,0.0,LOW_CONFIDENCE,1.47
667.0,1.0,1.,V,0.314,OK,1.47
668.0,,,V,0.0,LOW_CONFIDENCE,2.5
669.0,,,V,0.0,LOW_CONFIDENCE,4.0
670.0,,,V,0.0,LOW_CONFIDENCE,5.5
671.0,7.0,7,V,0.488,OK,5.5
672.0,,,V,0.0,LOW_CONFIDENCE,3.949
673.0,0.898,0.898,V,0.332,OK,3.949
674.0,5.368,5.368,V,0.395,OK,2.99
675.0,2.99,2.99,V,0.343,OK,2.99
676.0,,,V,0.0,LOW_CONFIDENCE,2.4090000000000003
677.0,1.828,1.828,V,0.332,OK,2.4090000000000003
678.0,8.38,8.38,V,0.363,OK,8.38
679.0,,,V,0.0,LOW_CONFIDENCE,8.385882352941177
680.0,,,V,0.0,LOW_CONFIDENCE,8.391764705882354
681.0,,,V,0.0,LOW_CONFIDENCE,8.39764705882353
682.0,,,V,0.0,LOW_CONFIDENCE,8.403529411764707
683.0,,,V,0.0,LOW_CONFIDENCE,8.409411764705883
684.0,,,V,0.0,LOW_CONFIDENCE,8.409411764705883
685.0,,,V,0.0,LOW_CONFIDENCE,8.409411764705883
686.0,,,V,0.0,LOW_CONFIDENCE,8.409411764705883
687.0,,,V,0.0,LOW_CONFIDENCE,8.409411764705883
688.0,,,V,0.0,LOW_CONFIDENCE,8.409411764705883
689.0,,,V,0.0,LOW_CONFIDENCE,8.409411764705883
690.0,,,V,0.0,LOW_CONFIDENCE,8.409411764705883
691.0,,,V,0.0,LOW_CONFIDENCE,8.409411764705883
692.0,,,V,0.0,LOW_CONFIDENCE,8.409411764705883
693.0,,,V,0.0,LOW_CONFIDENCE,8.409411764705883
694.0,,,V,0.0,LOW_CONFIDENCE,8.409411764705883
695.0,8.48,8.48,V,0.308,OK,8.409411764705883
696.0,8.18,8.18,V,0.365,OK,8.18
697.0,,,V,0.0,LOW_CONFIDENCE,5.734
698.0,3.288,3.288,V,0.422,OK,3.838
699.0,3.838,3.838,V,0.332,OK,3.288
700.0,1.0,1.,V,0.536,OK,1.0
701.0,1.0,1.,V,0.563,OK,1.0
702.0,0.088,0.088,V,0.381,OK,1.0
703.0,1.0,1.,V,0.58,OK,1.0
704.0,,,V,0.0,LOW_CONFIDENCE,1.0
705.0,1.0,1.,V,0.384,OK,1.0
706.0,,,V,0.0,LOW_CONFIDENCE,0.944
707.0,0.888,0.888,V,0.316,OK,0.944
708.0,,,V,0.69,LOW_CONFIDENCE,0.944
709.0,1.0,1.,V,0.578,OK,1.0
710.0,25.28,25.28,V,0.311,OK,25.28
711.0,28.08,28.08,V,0.301,OK,25.28
712.0,,,V,0.0,LOW_CONFIDENCE,24.695
713.0,,,V,0.0,LOW_CONFIDENCE,21.31
714.0,,,V,0.0,LOW_CONFIDENCE,17.924999999999997
715.0,,,V,0.0,LOW_CONFIDENCE,14.54
716.0,,,V,0.0,LOW_CONFIDENCE,11.155
717.0,,,V,0.0,LOW_CONFIDENCE,11.155
718.0,,,V,0.0,LOW_CONFIDENCE,11.155
719.0,1.0,1.,V,0.385,OK,1.0
720.0,,,V,0.0,LOW_CONFIDENCE,1.0
721.0,,,V,0.0,LOW_CONFIDENCE,1.0
722.0,1.0,1.,V,0.376,OK,1.0
723.0,,,V,0.0,LOW_CONFIDENCE,1.0
724.0,1.0,1,V,0.558,OK,1.0
725.0,1.0,1.,V,0.586,OK,1.0
726.0,,,V,0.0,LOW_CONFIDENCE,1.0307777777777778
727.0,,,V,0.0,LOW_CONFIDENCE,1.0615555555555556
728.0,,,V,0.0,LOW_CONFIDENCE,1.0923333333333334
729.0,,,V,0.0,LOW_CONFIDENCE,1.1231111111111112
730.0,,,V,0.0,LOW_CONFIDENCE,1.1538888888888887
731.0,,,V,0.0,LOW_CONFIDENCE,1.1538888888888887
732.0,,,V,0.0,LOW_CONFIDENCE,1.1538888888888887
733.0,,,V,0.0,LOW_CONFIDENCE,1.1538888888888887
734.0,1.277,1.277,V,0.281,OK,1.277
735.0,,,V,0.0,LOW_CONFIDENCE,5.1385
736.0,9.0,9,V,0.327,OK,7.4
737.0,,,V,0.446,LOW_CONFIDENCE,7.4
738.0,,,V,0.0,LOW_CONFIDENCE,5.8
739.0,,,V,0.0,LOW_CONFIDENCE,4.199999999999999
740.0,,,V,0.0,LOW_CONFIDENCE,2.5999999999999996
741.0,1.0,1,V,0.614,OK,1.6666666666666665
742.0,,,V,0.0,LOW_CONFIDENCE,1.6666666666666665
743.0,,,V,0.0,LOW_CONFIDENCE,2.333333333333333
744.0,3.0,3.0,V,0.277,OK,2.333333333333333
745.0,1.428,1.428,V,0.307,OK,3.0
746.0,16.26,16.26,V,0.257,OK,8.886
747.0,8.886,8.886,V,0.27,OK,8.886
748.0,0.896,0.896,V,0.318,OK,5.886
749.0,5.886,5.886,V,0.411,OK,5.886
750.0,16.16,16.16,V,0.406,OK,5.886
751.0,1.888,1.888,V,0.311,OK,2.64
752.0,2.64,2.640,V,0.298,OK,2.28
753.0,2.28,2.280,V,0.344,OK,2.64
754.0,4.288,4.288,V,0.3,OK,4.288
755.0,4.888,4.888,V,0.309,OK,4.888
756.0,28.8,28.8,V,0.343,OK,28.8
757.0,38.6,38.6,V,0.317,OK,28.8
758.0,0.288,0.288,V,0.225,OK,5.026
759.0,5.026,5.026,V,0.287,OK,0.288
760.0,0.128,0.128,V,0.368,OK,5.026
761.0,8.228,8.228,V,0.318,OK,8.228
762.0,8.228,8.228,V,0.335,OK,8.228
763.0,2.86,2.86,V,0.098,LOW_CONFIDENCE,2.86
764.0,45.1,45.1,V,0.258,OK,2.488
765.0,,,V,0.677,LOW_CONFIDENCE,2.1159999999999997
766.0,91.1,91.1,V,0.466,OK,1.7439999999999998
767.0,41.0,41,V,0.396,OK,1.3719999999999999
768.0,1.0,1,V,0.543,OK,1.3719999999999999
769.0,5.0,05.00,V,0.121,LOW_CONFIDENCE,3.386
770.0,3.386,3.386,V,0.253,OK,5.0
771.0,28.8,28.8,V,0.346,OK,28.6
772.0,28.6,28.6,V,0.302,OK,28.6
773.0,,,V,0.0,LOW_CONFIDENCE,14.344000000000001
774.0,0.088,0.088,V,0.208,OK,9.288
775.0,9.288,9.288,V,0.324,OK,0.888
776.0,0.888,0.888,V,0.343,OK,8.888
777.0,8.888,8.888,V,0.298,OK,7.0
778.0,7.0,7,V,0.484,OK,7.0
779.0,2.888,2.888,V,0.326,OK,4.888
780.0,4.888,4.888,V,0.264,OK,4.315
781.0,4.315,4.315,V,0.214,OK,4.315
782.0,47.2,47.2,V,0.291,OK,2.2575000000000003
783.0,0.2,0.200,V,0.124,LOW_CONFIDENCE,0.2
784.0,-3.0,-3.,V,0.363,OK,0.2
785.0,,,V,0.588,LOW_CONFIDENCE,2.995
786.0,95.0,95.00,V,0.194,LOW_CONFIDENCE,8.99
787.0,99.02,99.02,V,0.264,OK,14.985
788.0,20.98,20.98,V,0.398,OK,14.985
789.0,5.286,5.286,V,0.321,OK,5.288
790.0,5.288,5.288,V,0.255,OK,5.288
791.0,8.06,8.06,V,0.227,OK,7.848000000000001
792.0,97.7,97.7,V,0.334,OK,7.848000000000001
793.0,,7-.7,V,0.41,OK,7.636
794.0,,2-.,V,0.458,OK,7.424
795.0,,,V,0.0,LOW_CONFIDENCE,7.212
796.0,7.0,7.,V,0.469,OK,7.0
797.0,4.0,4,V,0.411,OK,4.0
798.0,1.0,1,V,0.606,OK,4.0
799.0,4.0,4,V,0.397,OK,4.0
800.0,345.0,345,V,0.279,OK,5.484999999999999
801.0,62.52,62.52,V,0.148,LOW_CONFIDENCE,6.97
802.0,149.0,149,V,0.436,OK,8.455
803.0,9.94,9.940,V,0.196,LOW_CONFIDENCE,9.94
804.0,-7.8,-7.80,V,0.28,OK,11.352
805.0,,2-9.,V,0.38,OK,12.764
806.0,60.8,60.80,V,0.119,LOW_CONFIDENCE,14.176
807.0,,,V,0.0,LOW_CONFIDENCE,15.588000000000001
808.0,17.0,17,V,0.438,OK,15.588000000000001
809.0,-0.802,-.802,V,0.322,OK,-0.802
810.0,-0.823,-.823,V,0.354,OK,-0.802
811.0,18.28,18.28,V,0.249,OK,-0.823
812.0,-0.823,-.823,V,0.359,OK,-0.822
813.0,-0.822,-.822,V,0.294,OK,-0.822
814.0,,29-.,V,0.374,OK,4.7624
815.0,48.82,48.82,V,0.261,OK,10.346800000000002
816.0,62.8,62.80,V,0.168,LOW_CONFIDENCE,15.931200000000002
817.0,47.57,47.57,V,0.368,OK,21.515600000000003
818.0,27.1,27.1,V,0.32,OK,27.1
819.0,27.1,27.1,V,0.312,OK,27.1
820.0,49.02,49.02,V,0.228,OK,21.547
821.0,89.57,89.57,V,0.356,OK,15.994
822.0,40.82,40.82,V,0.282,OK,10.440999999999999
823.0,4.888,4.888,V,0.28,OK,4.888
824.0,89.82,89.82,V,0.261,OK,4.209333333333333
825.0,89.02,89.02,V,0.232,OK,3.530666666666667
826.0,2.852,2.852,V,0.179,LOW_CONFIDENCE,2.852
827.0,2.802,2.802,V,0.238,OK,2.852
828.0,99.62,99.62,V,0.396,OK,6.394500000000001
829.0,9.987,9.987,V,0.295,OK,6.394500000000001
830.0,0.832,0.832,V,0.14,LOW_CONFIDENCE,1.7945000000000002
831.0,40.2,40.2,V,0.276,OK,1.7945000000000002
832.0,2.757,2.757,V,0.305,OK,2.757
833.0,47.27,47.27,V,0.279,OK,6.6884999999999994
834.0,10.62,10.62,V,0.242,OK,6.6884999999999994
835.0,40.62,40.62,V,0.266,OK,5.3
836.0,-0.02,-0.02,V,0.266,OK,5.3
837.0,40.0,40.00,V,0.23,OK,40.0
838.0,40.0,40.00,V,0.225,OK,40.0
839.0,,0.2-6,V,0.302,OK,21.0
840.0,2.0,2,V,0.302,OK,7.9
841.0,7.9,7.9,V,0.419,OK,7.9
842.0,955.1,955.1,V,0.325,OK,12.7425
843.0,87.67,87.67,V,0.283,OK,17.585
844.0,,47.-7,V,0.444,OK,22.4275
845.0,27.27,27.27,V,0.26,OK,22.4275
846.0,976.7,976.7,V,0.307,OK,18.3985
847.0,9.527,9.527,V,0.272,OK,9.527
848.0,-5.2,-5.2,V,0.234,OK,6.768666666666666
849.0,-7.4,-7.40,V,0.342,OK,4.0103333333333335
850.0,1.252,1.252,V,0.328,OK,4.0103333333333335
851.0,8.02,8.020,V,0.227,OK,4.02
852.0,4.02,4.020,V,0.233,OK,8.02
853.0,9.58,9.580,V,0.28,OK,8.58
854.0,8.58,8.58,V,0.354,OK,9.08
855.0,9.08,9.08,V,0.284,OK,9.08
856.0,20.98,20.98,V,0.385,OK,9.08
857.0,2.3,2.3,V,0.176,LOW_CONFIDENCE,9.688
858.0,9.688,9.688,V,0.43,OK,2.3
859.0,1.24,1.240,V,0.18,LOW_CONFIDENCE,2.02
860.0,2.02,2.02,V,0.331,OK,1.24
861.0,0.06,0.06,V,0.244,OK,1.66
862.0,48.86,48.86,V,0.287,OK,1.66
863.0,3.26,3.26,V,0.071,LOW_CONFIDENCE,3.26
864.0,40.88,40.88,V,0.232,OK,4.6899999999999995
865.0,89.96,89.96,V,0.409,OK,6.12
866.0,48.88,48.88,V,0.355,OK,7.550000000000001
867.0,8.98,08.98,V,0.309,OK,7.550000000000001
868.0,73.98,73.98,V,0.337,OK,4.789000000000001
869.0,0.598,0.598,V,0.336,OK,0.598
870.0,0.229,0.229,V,0.284,OK,0.229
871.0,0.059,0.059,V,0.331,OK,0.229
872.0,5.808,5.808,V,0.273,OK,0.288
873.0,0.288,0.288,V,0.317,OK,1.368
874.0,1.368,1.368,V,0.36,OK,1.368
875.0,26.4,26.4,V,0.406,OK,16.4
876.0,16.4,16.4,V,0.601,OK,16.4
877.0,2.07,2.07,V,0.256,OK,9.0
878.0,9.0,9,V,0.333,OK,7.0
879.0,7.0,7,V,0.264,OK,7.0
880.0,7.0,7,V,0.254,OK,7.0
881.0,76.0,76.,V,0.135,LOW_CONFIDENCE,4.0015
882.0,1.003,1.003,V,0.17,LOW_CONFIDENCE,4.0015
883.0,12.0,12.,V,0.345,OK,4.0
884.0,4.0,4,V,0.431,OK,4.0
885.0,-1.0,-1.,V,0.578,OK,1.443
886.0,-6.1,-6.1,V,0.407,OK,1.443
887.0,3.886,3.886,V,0.319,OK,1.443
888.0,1.426,1.426,V,0.28,OK,1.426
889.0,0.186,0.186,V,0.183,LOW_CONFIDENCE,1.202
890.0,1.202,1.202,V,0.262,OK,1.202
891.0,2.852,2.852,V,0.171,LOW_CONFIDENCE,2.852
892.0,3.288,3.288,V,0.287,OK,3.288
893.0,3.888,3.888,V,0.289,OK,3.888
894.0,1926.0,1926,V,0.365,OK,20.284
895.0,36.68,36.68,V,0.337,OK,20.284
896.0,2.96,2.96,V,0.322,OK,2.96
897.0,1.886,1.886,V,0.349,OK,2.96
898.0,8.86,8.86,V,0.339,OK,1.886
899.0,1.886,1.886,V,0.377,OK,1.886
900.0,1.486,1.486,V,0.259,OK,1.886
901.0,3.088,3.088,V,0.209,OK,2.287
