timestamp_s,reading_value,raw_text,unit,confidence,status,interpolated_value
265.0,3.218,3.218,uA,0.377,OK,3.218
266.0,2.38,2.38,uA,0.128,LOW_CONFIDENCE,2.38
267.0,1.038,1.038,uA,0.218,OK,1.68
268.0,1.68,1.68,uA,0.392,OK,1.038
269.0,0.08,0.08,uA,0.198,LOW_CONFIDENCE,0.08
270.0,,,uA,0.673,LOW_CONFIDENCE,0.079
271.0,0.078,0.078,uA,0.232,OK,0.079
272.0,5.0,5.0,uA,0.402,OK,1.62
273.0,1.62,1.62,uA,0.317,OK,5.0
274.0,7.078,7.078,uA,0.3,OK,3.579
275.0,,,uA,0.822,LOW_CONFIDENCE,3.579
276.0,0.08,0.08,uA,0.245,OK,3.579
277.0,8.0,08,uA,0.207,OK,6.2
278.0,6.2,6.2,uA,0.311,OK,6.2
279.0,0.28,0.28,uA,0.28,OK,6.2
280.0,8.0,08,uA,0.2,LOW_CONFIDENCE,6.2
281.0,6.2,6.2,uA,0.216,OK,6.2
282.0,1.632,1.632,uA,0.259,OK,6.02
283.0,6.02,6.02,uA,0.213,OK,5.0
284.0,5.0,5,uA,0.11,LOW_CONFIDENCE,6.02
285.0,8.08,8.08,uA,0.14,LOW_CONFIDENCE,5.0
286.0,1.802,1.802,uA,0.173,LOW_CONFIDENCE,6.09
287.0,6.09,6.09,uA,0.223,OK,6.09
288.0,16.22,16.22,uA,0.221,OK,6.69
289.0,6.69,6.69,uA,0.279,OK,16.22
290.0,79.0,79,uA,0.383,OK,77.0
291.0,77.0,77,uA,0.394,OK,77.0
292.0,7.0,7,uA,0.494,OK,7.0
293.0,,,uA,0.0,LOW_CONFIDENCE,7.0
294.0,7.0,7,uA,0.294,OK,7.0
295.0,77.0,77,uA,0.265,OK,7.0
296.0,2.0,2,uA,0.407,OK,2.0
297.0,,,uA,0.0,LOW_CONFIDENCE,1.619
298.0,1.238,1.238,uA,0.229,OK,1.619
299.0,,,uA,0.661,LOW_CONFIDENCE,2.7590000000000003
300.0,4.28,4.28,uA,0.242,OK,3.074
301.0,3.074,3.074,uA,0.26,OK,3.074
302.0,,,uA,0.679,LOW_CONFIDENCE,2.056
303.0,1.038,1.038,uA,0.226,OK,1.078
304.0,1.078,1.078,uA,0.283,OK,1.078
305.0,1.238,1.238,uA,0.189,LOW_CONFIDENCE,1.238
306.0,3.028,3.028,uA,0.251,OK,1.238
307.0,0.608,0.608,uA,0.206,OK,1.638
308.0,1.638,1.638,uA,0.35,OK,0.858
309.0,,,uA,0.0,LOW_CONFIDENCE,0.858
310.0,0.078,0.078,uA,0.232,OK,0.858
311.0,6.8,6.8,uA,0.405,OK,4.218999999999999
312.0,,,uA,0.665,LOW_CONFIDENCE,4.218999999999999
313.0,1.638,1.638,uA,0.264,OK,3.638
314.0,3.638,3.638,uA,0.2,LOW_CONFIDENCE,3.638
315.0,5.0,5,uA,0.093,LOW_CONFIDENCE,5.0
316.0,5.0,5,uA,0.12,LOW_CONFIDENCE,5.0
317.0,6.8,6.8,uA,0.256,OK,6.22
318.0,6.22,6.22,uA,0.178,LOW_CONFIDENCE,6.28
319.0,6.28,6.28,uA,0.318,OK,6.28
320.0,7.09,7.09,uA,0.359,OK,6.38
