timestamp_s,reading_value,raw_text,confidence,status,cleaned_value
603.0,3.4,3.4,0.822,OK,3.4
604.0,,,0.0,LOW_CONFIDENCE,1.75
605.0,0.1,0.1,0.881,OK,1.75
606.0,7.7,7.7,0.98,OK,0.1
607.0,0.0,0,0.322,OK,6.661
608.0,6.661,6.661,0.744,OK,0.08
609.0,0.08,0.08,0.841,OK,0.08
610.0,0.0,0.0,0.817,OK,0.08
611.0,6.666,6.666,0.772,OK,4.051
612.0,4.051,4.051,0.623,OK,6.666
613.0,7.601,7.601,0.768,OK,4.051
614.0,0.001,0.001,0.806,OK,4.014
615.0,4.014,4.014,0.796,OK,4.014
616.0,6.056,6.056,0.721,OK,4.014
617.0,0.0,0.000,0.863,OK,0.51
618.0,0.51,0.510,0.502,OK,0.51
619.0,2.06,2.06,0.882,OK,0.8
620.0,0.8,0.8,0.957,OK,0.8
621.0,0.6,0.6,0.739,OK,0.8
622.0,2.01,2.01,0.819,OK,0.6
623.0,0.41,0.41,0.631,OK,0.41
624.0,0.01,0.01,0.967,OK,0.41
625.0,2.5,2.5,0.656,OK,1.0
626.0,1.0,1.0,0.899,OK,1.65
627.0,1.65,1.65,0.811,OK,1.0
628.0,0.33,0.33,0.999,OK,1.65
629.0,4.161,4.161,0.917,OK,4.161
630.0,7.0,7,0.944,OK,4.161
631.0,1.66,1.660,0.83,OK,1.71
632.0,1.71,1.71,0.68,OK,1.71
633.0,6.0,6.0,0.903,OK,1.71
634.0,0.0,0.0,0.994,OK,0.6
635.0,0.6,0.6,0.913,OK,0.6
636.0,5.5,5.5,0.992,OK,2.85
637.0,2.85,2.85,0.778,OK,5.5
638.0,6.0,6.0,0.939,OK,2.85
639.0,2.4,2.4,0.827,OK,2.4
640.0,0.2,0.20,0.81,OK,2.4
641.0,6.13,6.13,0.941,OK,2.436
642.0,2.436,2.436,0.63,OK,2.436
643.0,1.014,1.014,0.915,OK,1.014
644.0,0.014,0.014,0.963,OK,1.014
645.0,2.005,2.005,0.937,OK,1.014
646.0,1.014,1.014,0.988,OK,1.014
647.0,0.005,0.005,0.97,OK,0.014
648.0,0.014,0.014,0.857,OK,0.014
649.0,0.055,0.055,0.808,OK,0.014
650.0,0.004,0.004,0.901,OK,0.055
651.0,1.015,1.015,0.851,OK,1.015
652.0,4.111,4.111,0.896,OK,1.015
653.0,0.114,0.114,0.622,OK,2.01
654.0,2.01,2.01,0.872,OK,1.7
655.0,1.7,1.7,0.965,OK,1.7
656.0,0.0,0.000,0.822,OK,0.0
657.0,0.0,0.000,0.798,OK,0.0
658.0,0.0,0,0.848,OK,0.0
659.0,0.6,0.60,0.974,OK,0.6
660.0,1.062,1.062,0.843,OK,1.062
661.0,1.7,1.7,0.851,OK,1.7
662.0,4.442,4.442,0.804,OK,2.43
663.0,2.43,2.43,0.781,OK,2.43
664.0,1.71,1.71,0.998,OK,1.71
665.0,1.2,1.2,0.837,OK,1.2
666.0,1.142,1.142,0.925,OK,1.142
667.0,1.0,1,0.529,OK,1.142
668.0,1.8,1.80,0.868,OK,1.8
669.0,2.956,2.956,0.787,OK,1.8
670.0,1.0,1.00,0.821,OK,2.956
671.0,4.016,4.016,0.827,OK,3.31
672.0,3.31,3.310,0.77,OK,3.31
673.0,0.1,0.10,0.742,OK,0.6
674.0,0.6,0.6,0.813,OK,0.6
675.0,3.0,3,0.916,OK,0.6
676.0,0.0,0.00,0.991,OK,0.0
677.0,0.0,0.0,0.951,OK,0.0
678.0,6.205,6.205,0.839,OK,4.8
679.0,4.8,4.80,0.949,OK,6.205
680.0,6.206,6.206,0.78,OK,5.0
681.0,5.0,5.0,0.909,OK,5.0
682.0,4.1,4.1,0.901,OK,4.1
683.0,0.0,0.00,0.76,OK,4.1
684.0,8.5,8.5,0.53,OK,7.46
685.0,7.46,7.46,0.794,OK,7.46
686.0,1.185,1.185,0.862,OK,1.185
687.0,1.144,1.144,0.913,OK,1.185
688.0,,,0.0,LOW_CONFIDENCE,2.7720000000000002
689.0,4.4,4.40,0.921,OK,2.7720000000000002
690.0,0.1,0.100,0.891,OK,4.4
691.0,4.68,4.680,0.884,OK,4.68
692.0,8.1,8.1,0.82,OK,4.68
693.0,1.0,1.0,0.867,OK,2.0
694.0,2.0,2.0,0.773,OK,2.0
695.0,6.1,6.10,0.865,OK,6.0
696.0,6.0,6,0.66,OK,6.0
697.0,0.0,0.0,0.874,OK,6.0
698.0,6.0,6.0,0.997,OK,6.0
699.0,7.441,7.441,0.862,OK,7.011
700.0,7.011,7.011,0.837,OK,7.011
701.0,6.08,6.08,0.886,OK,7.011
702.0,8.64,8.64,0.659,OK,6.08
703.0,1.06,1.060,0.633,OK,1.555
704.0,1.555,1.555,0.808,OK,1.555
705.0,7.235,7.235,0.814,OK,1.555
706.0,1.46,1.460,0.759,OK,1.46
707.0,0.28,0.28,0.949,OK,1.46
708.0,1.725,1.725,0.983,OK,1.0
709.0,1.0,1,0.891,OK,1.725
710.0,4.16,4.16,0.786,OK,1.04
711.0,1.04,1.04,0.707,OK,4.16
712.0,4.45,4.450,0.844,OK,1.04
713.0,0.44,0.440,0.848,OK,2.8
714.0,2.8,2.80,0.744,OK,2.0
715.0,2.0,2.0,0.784,OK,2.8
716.0,6.0,6,0.994,OK,2.0
717.0,1.0,1,0.963,OK,6.0
718.0,6.0,6,0.412,OK,6.0
719.0,6.1,6.1,0.713,OK,6.0
720.0,6.0,6,0.678,OK,6.0
721.0,2.2,2.2,0.906,OK,2.2
722.0,0.004,0.004,0.698,OK,2.2
723.0,8.001,8.001,0.795,OK,2.3
724.0,2.3,2.3,0.999,OK,2.3
725.0,0.61,0.61,0.778,OK,0.6657142857142857
726.0,,,0.0,LOW_CONFIDENCE,0.6657142857142857
727.0,,,0.0,LOW_CONFIDENCE,0.7214285714285714
728.0,,,0.0,LOW_CONFIDENCE,0.7771428571428571
729.0,,,0.0,LOW_CONFIDENCE,0.8328571428571429
730.0,,,0.0,LOW_CONFIDENCE,0.8885714285714286
731.0,,,0.0,LOW_CONFIDENCE,0.8885714285714286
732.0,1.0,1,0.997,OK,1.0
733.0,,,0.0,LOW_CONFIDENCE,1.0
734.0,,,0.0,LOW_CONFIDENCE,1.0
735.0,,,0.0,LOW_CONFIDENCE,1.0
736.0,,,0.0,LOW_CONFIDENCE,1.0
737.0,,,0.0,LOW_CONFIDENCE,1.0
738.0,,,0.0,LOW_CONFIDENCE,1.0
739.0,,,0.0,LOW_CONFIDENCE,1.0
740.0,1.0,1,0.787,OK,1.0
741.0,,,0.0,LOW_CONFIDENCE,1.2
742.0,,,0.0,LOW_CONFIDENCE,1.4
743.0,,,0.0,LOW_CONFIDENCE,1.6
744.0,,,0.0,LOW_CONFIDENCE,1.8
745.0,2.0,2,0.938,OK,2.0
746.0,5.0,5.0,0.698,OK,5.0
747.0,5.264,5.264,0.572,OK,5.0
748.0,1.265,1.265,0.788,OK,5.0
749.0,5.0,5,0.999,OK,1.265
750.0,1.26,1.260,0.613,OK,2.1399999999999997
751.0,,,0.0,LOW_CONFIDENCE,2.1399999999999997
752.0,,,0.0,LOW_CONFIDENCE,3.0199999999999996
753.0,3.9,3.9,0.597,OK,3.0199999999999996
754.0,1.0,1.0,0.775,OK,1.0
755.0,1.0,1,0.584,OK,1.0
756.0,2.1,2.1,0.96,OK,2.1
757.0,5.6,5.6,0.722,OK,5.6
758.0,6.6,6.6,0.937,OK,6.6
759.0,6.6,6.6,0.941,OK,6.6
760.0,0.1,0.1,0.864,OK,6.114
761.0,6.114,6.114,0.814,OK,1.141
762.0,1.141,1.141,0.728,OK,1.141
763.0,1.11,1.11,0.772,OK,1.141
764.0,1.75,1.75,0.655,OK,1.73
765.0,1.73,1.73,0.828,OK,1.75
766.0,5.0,5,0.571,OK,5.0
767.0,5.0,5,0.973,OK,5.0
768.0,0.0,0,0.984,OK,5.0
769.0,7.0,7.0,0.835,OK,0.0
770.0,0.0,0,1.0,OK,7.0
771.0,7.0,7.0,0.902,OK,7.0
772.0,7.0,7.0,0.965,OK,7.0
773.0,,,0.0,LOW_CONFIDENCE,4.0
774.0,1.0,1.0,0.944,OK,1.0
775.0,1.0,1.0,0.981,OK,1.0
776.0,1.0,1.00,0.767,OK,1.0
777.0,5.501,5.501,0.881,OK,5.501
778.0,,,0.0,LOW_CONFIDENCE,5.9005
779.0,6.3,6.30,0.938,OK,5.9005
780.0,0.0,0.0,0.99,OK,4.448
781.0,4.448,4.448,0.827,OK,4.22
782.0,4.22,4.22,0.605,OK,4.22
783.0,1.111,1.111,0.973,OK,4.22
784.0,7.026,7.026,0.808,OK,3.3
785.0,3.3,3.30,0.801,OK,5.63
786.0,5.63,5.63,0.943,OK,3.3
787.0,0.0,0.00,0.869,OK,2.33
788.0,2.33,2.33,0.95,OK,2.33
789.0,5.53,5.53,0.902,OK,2.33
790.0,1.7,1.700,0.806,OK,1.7
791.0,0.0,0.00,0.848,OK,1.7
792.0,7.03,7.03,0.778,OK,0.07
793.0,0.07,0.07,0.759,OK,0.38
794.0,,,0.0,LOW_CONFIDENCE,0.38
795.0,,,0.0,LOW_CONFIDENCE,0.69
796.0,1.0,1,0.665,OK,1.0
797.0,,,0.0,LOW_CONFIDENCE,1.94
798.0,,,0.0,LOW_CONFIDENCE,2.88
799.0,,,0.0,LOW_CONFIDENCE,3.8200000000000003
800.0,,,0.0,LOW_CONFIDENCE,4.76
801.0,5.7,5.70,0.672,OK,5.7
802.0,7.0,7,0.996,OK,5.7
803.0,5.06,5.06,0.829,OK,5.06
804.0,4.22,4.22,0.74,OK,4.22
805.0,1.241,1.241,0.731,OK,1.241
806.0,1.0,1,0.999,OK,1.241
807.0,,,0.0,LOW_CONFIDENCE,2.703333333333333
808.0,,,0.0,LOW_CONFIDENCE,4.406666666666666
809.0,6.11,6.11,0.764,OK,4.406666666666666
810.0,4.0,4,0.896,OK,6.11
811.0,6.11,6.11,0.829,OK,6.11
812.0,8.0,8,0.427,OK,6.11
813.0,0.6,0.6,0.782,OK,4.45
814.0,4.45,4.45,0.749,OK,4.45
815.0,6.526,6.526,0.81,OK,4.893
816.0,4.893,4.893,0.775,OK,4.893
817.0,2.6,2.6,0.659,OK,2.6
818.0,1.7,1.7,0.824,OK,1.7
819.0,,,0.0,LOW_CONFIDENCE,1.5899999999999999
820.0,1.48,1.48,0.772,OK,1.5899999999999999
821.0,3.261,3.261,0.838,OK,2.75
822.0,2.75,2.75,1.0,OK,3.261
823.0,7.001,7.001,0.949,OK,5.0
824.0,5.0,5.00,0.99,OK,5.0
825.0,2.57,2.57,0.979,OK,2.57
826.0,0.11,0.11,0.852,OK,2.57
827.0,6.0,6,1.0,OK,6.0
828.0,6.0,6,0.52,OK,6.0
829.0,0.2,0.20,0.773,OK,2.0
830.0,2.0,2.0,0.922,OK,2.0
831.0,2.3,2.3,0.791,OK,2.0
832.0,1.6,1.6,0.685,OK,2.2
833.0,2.2,2.2,0.984,OK,1.6
834.0,1.0,1,0.622,OK,1.0
835.0,1.0,1.00,0.719,OK,1.0
836.0,1.06,1.06,0.931,OK,1.06
837.0,1.536,1.536,0.968,OK,1.536
838.0,3.36,3.36,0.998,OK,3.36
839.0,7.22,7.22,0.799,OK,3.36
840.0,3.03,3.03,0.865,OK,7.22
841.0,7.335,7.335,0.882,OK,3.03
842.0,1.0,1,0.999,OK,1.0
843.0,0.0,0,0.907,OK,1.0
844.0,1.1,1.1,1.0,OK,1.05
845.0,1.05,1.05,0.738,OK,1.1
846.0,5.1,5.1,0.863,OK,1.05
847.0,1.01,1.01,0.996,OK,1.01
848.0,1.0,1,0.864,OK,1.01
849.0,2.58,2.58,0.749,OK,2.58
850.0,7.016,7.016,0.808,OK,2.58
851.0,2.05,2.05,0.875,OK,2.05
852.0,1.0,1,0.537,OK,1.051
853.0,1.051,1.051,0.797,OK,1.051
854.0,3.01,3.01,0.955,OK,2.53
855.0,2.53,2.53,0.988,OK,2.53
856.0,2.3,2.30,0.992,OK,2.3
857.0,2.11,2.11,0.99,OK,2.11
858.0,1.155,1.155,0.811,OK,1.767
859.0,1.767,1.767,0.934,OK,1.767
860.0,5.657,5.657,0.847,OK,5.657
861.0,7.777,7.777,0.62,OK,5.657
862.0,4.541,4.541,0.927,OK,7.777
863.0,9.6,9.6,0.461,OK,4.541
864.0,1.7,1.7,0.741,OK,5.0
865.0,5.0,5.0,0.951,OK,3.723
866.0,3.723,3.723,0.853,OK,3.723
867.0,1.11,1.11,0.66,OK,3.723
868.0,7.1,7.1,0.481,OK,6.22
869.0,6.22,6.22,0.794,OK,6.22
870.0,6.12,6.12,0.804,OK,6.12
871.0,0.0,0.0,0.859,OK,1.11
872.0,1.11,1.11,0.829,OK,1.11
873.0,6.0,6.0,0.909,OK,6.0
874.0,6.6,6.6,0.915,OK,6.0
875.0,1.77,1.77,0.808,OK,5.9
876.0,5.9,5.90,0.905,OK,1.77
877.0,1.16,1.16,0.828,OK,1.16
878.0,1.1,1.1,0.96,OK,1.16
879.0,1.4,1.4,0.947,OK,1.1
880.0,1.0,1,0.522,OK,1.0
881.0,1.0,1,0.999,OK,1.0
882.0,1.0,1,0.998,OK,1.0
883.0,0.0,0,0.476,OK,1.0
884.0,2.266,2.266,0.918,OK,2.266
885.0,4.0,4.00,0.891,OK,4.0
886.0,6.66,6.66,0.917,OK,4.0
887.0,0.06,0.06,0.858,OK,6.0
888.0,6.0,6,0.913,OK,6.0
889.0,6.0,6.00,0.863,OK,6.0
890.0,0.1,0.1,0.949,OK,3.6
891.0,3.6,3.6,0.904,OK,3.6
892.0,4.01,4.01,0.899,OK,4.01
893.0,6.06,6.06,0.842,OK,6.06
894.0,6.6,6.60,0.83,OK,6.06
895.0,2.72,2.72,0.996,OK,3.04
896.0,3.04,3.04,0.998,OK,3.0
897.0,3.0,3.00,0.697,OK,3.04
898.0,6.45,6.45,0.751,OK,3.0
899.0,1.04,1.04,0.884,OK,2.31
900.0,2.31,2.31,0.998,OK,2.31
901.0,,,0.0,LOW_CONFIDENCE,2.31
