timestamp_s,reading_value,raw_text,confidence,cleaned_value
879.0,4.0,4,0.186,4.0
880.0,6.0,6,0.568,4.32
881.0,,,0.0,4.32
882.0,2.64,2.64,0.26,2.64
883.0,,,0.0,2.625
884.0,2.61,2.61,0.582,2.61
885.0,2.07,2.07,0.386,2.61
886.0,7.14,7.14,0.283,7.14
887.0,7.6,7.60,0.551,7.14
888.0,6.1,6.1,0.754,6.1
889.0,5.25,5.25,0.615,5.425
890.0,,,0.0,5.425
891.0,5.6,5.6,0.469,5.6
892.0,6.0,6,0.324,6.0
893.0,6.0,6,0.155,6.0
894.0,3.3,3.3,0.276,3.3
895.0,2.72,2.72,0.521,3.3
896.0,3.6,3.6,0.251,3.53
897.0,3.53,3.53,0.336,3.53
898.0,2.5,2.5,0.459,2.5
899.0,2.0,2,0.558,2.1
900.0,2.1,2.1,0.577,2.1
901.0,,,0.0,2.1
